Player,Pos,Opp,Pts,Pass_Att,Cmp,Pass_Yds,Pass_TD,Int,Pass_2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,TD,Week,
Jayden Higgins,WR,vs TB,3.00,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,2,
Alec Ingold,RB,vs NE,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,2,
Van Jefferson,WR,vs LA,3.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,2,
Dawson Knox,TE,@ NYJ,3.00,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,2,
Dylan Laube,RB,vs LAC,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,2,
J.J. McCarthy,QB,vs ATL,3.00,21,11,158,0,2,0,5,25,0,0,0,0,0,0,1,0,2,
Kyle Monangai,RB,@ DET,3.00,0,0,0,0,0,0,7,28,0,0,1,8,0,0,0,0,2,
Isiah Pacheco,RB,vs PHI,3.00,0,0,0,0,0,0,10,22,0,0,1,7,0,0,0,0,2,
Nikko Remigio,WR,vs PHI,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,2,
Brian Robinson,RB,@ NO,3.00,0,0,0,0,0,0,6,20,0,0,1,-1,0,0,0,0,2,
Geno Smith,QB,vs LAC,3.00,43,24,180,0,3,0,5,20,0,0,0,0,0,0,0,0,2,
Isaac TeSlaa,WR,vs CHI,3.00,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,2,
Dont'e Thornton,WR,vs LAC,3.00,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,2,
Jalen Tolbert,WR,vs NYG,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,2,
Malik Washington,WR,vs NE,3.00,0,0,0,0,0,0,3,23,0,0,1,2,0,0,0,0,2,
Nick Westbrook,WR,vs NE,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,2,
Zamir White,RB,vs LAC,3.00,0,0,0,0,0,0,2,-2,0,0,2,15,0,0,0,0,2,
Olamide Zaccheaus,WR,@ DET,3.00,0,0,0,0,0,0,1,9,0,0,2,12,0,0,0,0,2,
Re'Mahn Davis,RB,@ NYJ,2.00,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,2,
Chimere Dike,WR,vs LA,2.00,0,0,0,0,0,0,2,9,0,0,2,-1,0,0,0,0,2,
Greg Dortch,WR,vs CAR,2.00,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2,
Rico Dowdle,RB,@ ARI,2.00,0,0,0,0,0,0,6,9,0,0,1,10,0,0,0,0,2,
Evan Engram,TE,@ IND,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,
RJ Harvey,RB,@ IND,2.00,0,0,0,0,0,0,5,8,0,0,1,16,0,0,0,0,2,
Gunnar Helm,TE,vs LA,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,2,
Derrick Henry,RB,vs CLE,2.00,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,2,
T.J. Hockenson,TE,vs ATL,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,
Andrei Iosivas,WR,vs JAX,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,
Aaron Jones,RB,vs ATL,2.00,0,0,0,0,0,0,5,23,0,0,0,0,0,0,0,0,2,
Tyler Lockett,WR,@ TEN,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,2,
Michael Mayer,TE,vs LAC,2.00,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,2,
Kalif Raymond,WR,vs CHI,2.00,0,0,0,0,0,0,1,9,0,0,1,14,0,0,0,0,2,
Khalil Shakir,WR,@ NYJ,2.00,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,2,
Darnell Washington,TE,vs SEA,2.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,
Savion Williams,WR,vs WAS,2.00,0,0,0,0,0,0,2,24,0,0,0,0,0,0,0,0,2,
Mo Alie-Cox,TE,vs DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,
Braelon Allen,RB,vs BUF,1.00,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,2,
LeQuint Allen,RB,@ CIN,1.00,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,2,
Mark Andrews,TE,vs CLE,1.00,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,2,
Tyson Bagent,QB,@ DET,1.00,3,2,27,0,0,0,2,7,0,0,0,0,0,0,0,0,2,
Isaiah Bond,WR,@ BAL,1.00,0,0,0,0,0,0,1,9,0,0,1,6,0,0,0,0,2,
Noah Brown,WR,@ GB,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,
Luther Burden,WR,@ DET,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,
Grant Calcaterra,TE,@ KC,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,
Zach Charbonnet,RB,@ PIT,1.00,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,2,
Jacory Croskey-Merritt,RB,@ GB,1.00,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,2,
Isaiah Davis,RB,vs BUF,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,
AJ Dillon,RB,@ KC,1.00,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,2,
Will Dissly,TE,@ LV,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,
Jahan Dotson,WR,@ KC,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,
Demario Douglas,WR,@ MIA,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,
D'Wayne Eskridge,WR,vs NE,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,2,
Trevor Etienne,RB,@ ARI,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,
Mitchell Evans,TE,@ ARI,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,
Matthew Golden,WR,vs WAS,1.00,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,2,
Ollie Gordon,RB,vs NE,1.00,0,0,0,0,0,0,1,8,0,0,1,5,0,0,0,0,2,
Kylen Granson,TE,@ KC,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,
Noah Gray,TE,vs PHI,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,
Jackson Hawes,TE,@ NYJ,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,
Hunter Henry,TE,@ MIA,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,
Connor Heyward,TE,vs SEA,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,
Kyle Juszczyk,RB,@ NO,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,
Jaylin Lane,WR,@ GB,1.00,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,
Xavier Legette,WR,@ ARI,1.00,0,0,0,0,0,0,1,0,0,0,1,-2,0,0,0,0,2,
John Metchie,WR,@ KC,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,
Kendre Miller,RB,vs SF,1.00,0,0,0,0,0,0,5,8,0,0,1,2,0,0,0,0,2,
Drew Sample,TE,vs JAX,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,
Trent Sherfield,WR,@ IND,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,
Devin Singletary,RB,@ DAL,1.00,0,0,0,0,0,0,1,4,0,0,1,-4,0,0,0,0,2,
Ben Sinnott,TE,@ GB,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,
Arian Smith,WR,vs BUF,1.00,0,0,0,0,0,0,1,-10,0,0,1,8,0,0,0,0,2,
JuJu Smith-Schuster,WR,vs PHI,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,
Brevyn Spann-Ford,TE,vs NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,
Courtland Sutton,WR,@ IND,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,2,
Mason Taylor,TE,vs BUF,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,
Jamari Thrash,WR,@ BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,
Mitchell Trubisky,QB,@ NYJ,1.00,2,1,32,0,0,0,3,-3,0,0,0,0,0,0,0,0,2,
Justin Watson,WR,vs TB,1.00,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,
Roman Wilson,WR,vs SEA,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,
Jacoby Brissett,QB,vs CAR,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,
Jaxson Dart,QB,@ DAL,0.00,0,0,0,0,0,0,1,-3,0,0,0,0,0,0,0,0,2,
Kaleb Johnson,RB,vs SEA,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,
Ty Johnson,RB,@ NYJ,0.00,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,2,
Craig Reynolds,RB,@ DET,0.00,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,
Mason Rudolph,QB,vs SEA,0.00,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Cooper Rush,QB,vs CLE,0.00,0,0,0,0,0,0,3,-4,0,0,0,0,0,0,0,0,2,
Brashard Smith,RB,vs PHI,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,
Myles Price,WR,vs ATL,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,
Tre Tucker,WR,@ WAS,40.00,0,0,0,0,0,0,1,4,0,0,8,145,3,0,0,0,3,
Jalen Hurts,QB,vs LA,36.00,32,21,226,3,0,0,9,40,1,0,0,0,0,0,1,0,3,
Caleb Williams,QB,vs DAL,36.00,28,19,298,4,0,0,5,12,0,0,0,0,0,0,0,0,3,
Lamar Jackson,QB,vs DET,32.00,27,21,288,3,0,0,7,35,0,0,0,0,0,0,0,0,3,
Jonathan Taylor,RB,@ TEN,32.00,0,0,0,0,0,0,17,102,3,0,3,16,0,0,0,0,3,
Geno Smith,QB,@ WAS,31.00,29,19,289,3,0,1,2,5,0,0,0,0,0,0,0,0,3,
Hunter Henry,TE,vs PIT,29.00,0,0,0,0,0,0,0,0,0,0,8,90,2,0,0,0,3,
David Montgomery,RB,@ BAL,29.00,0,0,0,0,0,0,12,151,2,0,1,13,0,0,0,0,3,
Josh Allen,QB,vs MIA,28.00,28,22,213,3,0,0,4,25,0,0,0,0,0,0,0,0,3,
Mark Andrews,TE,vs DET,27.00,0,0,0,0,0,0,0,0,0,0,6,91,2,0,0,0,3,
Jahmyr Gibbs,RB,@ BAL,26.00,0,0,0,0,0,0,22,67,2,0,5,32,0,0,0,0,3,
Omarion Hampton,RB,vs DEN,24.00,0,0,0,0,0,0,19,70,1,0,6,59,0,0,0,0,3,
Cam Skattebo,RB,vs KC,24.00,0,0,0,0,0,0,10,60,1,0,6,61,0,0,0,0,3,
Garrett Wilson,WR,@ TB,24.00,0,0,0,0,0,0,0,0,0,0,10,84,1,0,0,0,3,
Nico Collins,WR,@ JAX,23.00,0,0,0,0,0,0,0,0,0,0,8,104,1,0,1,0,3,
Marcus Mariota,QB,vs LV,23.00,21,15,207,1,0,0,6,40,1,0,0,0,0,0,1,0,3,
Jordan Mason,RB,vs CIN,23.00,0,0,0,0,0,0,16,116,2,0,0,0,0,0,0,0,3,
Drake Maye,QB,vs PIT,23.00,37,28,268,2,1,0,7,45,0,0,0,0,0,0,1,0,3,
Christian McCaffrey,RB,vs ARI,23.00,0,0,0,0,0,0,17,52,0,0,10,88,0,0,0,0,3,
Courtland Sutton,WR,@ LAC,23.00,0,0,0,0,0,0,0,0,0,0,6,118,1,0,0,0,3,
A.J. Brown,WR,vs LA,22.00,0,0,0,0,0,0,0,0,0,0,6,109,1,0,0,0,3,
Puka Nacua,WR,@ PHI,22.00,0,0,0,0,0,0,1,6,0,0,11,112,0,0,0,0,3,
Jake Ferguson,TE,@ CHI,21.00,0,0,0,0,0,0,0,0,0,0,13,82,0,0,0,0,3,
James Cook,RB,vs MIA,20.00,0,0,0,0,0,0,19,108,1,0,3,10,0,0,0,0,3,
Sam Darnold,QB,vs NO,20.00,18,14,218,2,0,0,0,0,0,0,0,0,0,0,0,0,3,
DeVonta Smith,WR,vs LA,20.00,0,0,0,0,0,0,0,0,0,0,8,60,1,0,0,0,3,
Jaxon Smith-Njigba,WR,vs NO,20.00,0,0,0,0,0,0,0,0,0,0,5,96,1,0,0,0,3,
Amon-Ra St.,WR,@ BAL,20.00,0,0,0,0,0,0,0,0,0,0,7,77,1,0,0,0,3,
Tyrod Taylor,QB,@ TB,20.00,36,26,197,2,1,0,8,48,0,0,0,0,0,0,1,0,3,
Keenan Allen,WR,vs DEN,19.00,0,0,0,0,0,0,0,0,0,0,7,65,1,0,0,0,3,
Luther Burden,WR,vs DAL,19.00,0,0,0,0,0,0,1,7,0,0,3,101,1,0,0,0,3,
Baker Mayfield,QB,vs NYJ,19.00,29,19,233,1,0,0,4,44,0,0,0,0,0,0,0,0,3,
Ricky Pearsall,WR,vs ARI,19.00,0,0,0,0,0,0,0,0,0,0,8,117,0,0,0,0,3,
Michael Pittman,WR,@ TEN,19.00,0,0,0,0,0,0,0,0,0,0,6,73,1,0,0,0,3,
Tyquan Thornton,WR,@ NYG,18.00,0,0,0,0,0,0,0,0,0,0,5,71,1,0,0,0,3,
Carson Wentz,QB,vs CIN,18.00,20,14,173,2,0,0,2,4,0,0,0,0,0,0,0,0,3,
Kyren Williams,RB,@ PHI,18.00,0,0,0,0,0,0,20,94,0,0,2,18,1,0,0,0,3,
Rashod Bateman,WR,vs DET,17.00,0,0,0,0,0,0,0,0,0,0,5,63,1,0,0,0,3,
Daniel Jones,QB,@ TEN,17.00,25,18,228,1,0,0,4,27,0,0,0,0,0,0,0,0,3,
Dalton Kincaid,TE,vs MIA,17.00,0,0,0,0,0,0,0,0,0,0,5,66,1,0,0,0,3,
George Pickens,WR,@ CHI,17.00,0,0,0,0,0,0,0,0,0,0,5,68,1,0,0,0,3,
Matthew Stafford,QB,@ PHI,17.00,33,19,196,2,1,0,0,0,0,0,0,0,0,0,0,0,3,
Kenneth Walker,RB,vs NO,17.00,0,0,0,0,0,0,16,38,2,0,1,12,0,0,0,0,3,
Justin Herbert,QB,vs DEN,16.00,47,28,300,1,1,0,2,6,0,0,0,0,0,0,0,0,3,
Quinshon Judkins,RB,vs GB,16.00,0,0,0,0,0,0,18,94,1,0,1,1,0,0,0,0,3,
Tua Tagovailoa,QB,@ BUF,16.00,34,22,146,2,1,0,2,10,0,0,0,0,0,0,0,0,3,
De'Von Achane,RB,@ BUF,15.00,0,0,0,0,0,0,12,62,0,0,7,29,0,0,0,0,3,
J.K. Dobbins,RB,@ LAC,15.00,0,0,0,0,0,0,11,83,1,0,1,0,0,0,0,0,3,
Tyreek Hill,WR,@ BUF,15.00,0,0,0,0,0,0,0,0,0,0,5,49,1,0,0,0,3,
T.J. Hockenson,TE,vs CIN,15.00,0,0,0,0,0,0,0,0,0,0,5,49,1,0,0,0,3,
Mac Jones,QB,vs ARI,15.00,41,27,284,1,1,0,1,-1,0,0,0,0,0,0,0,0,3,
Trey McBride,TE,@ SF,15.00,0,0,0,0,0,0,0,0,0,0,5,43,1,0,0,0,3,
Kyler Murray,QB,@ SF,15.00,35,22,159,1,0,0,6,37,0,0,0,0,0,0,0,0,3,
Bo Nix,QB,@ LAC,15.00,25,14,153,1,0,0,8,33,0,0,0,0,0,0,0,0,3,
Rome Odunze,WR,vs DAL,15.00,0,0,0,0,0,0,0,0,0,0,3,62,1,0,0,0,3,
Chris Olave,WR,@ SEA,15.00,0,0,0,0,0,0,0,0,0,0,10,57,0,0,0,0,3,
Bijan Robinson,RB,@ CAR,15.00,0,0,0,0,0,0,13,72,0,0,5,39,0,0,0,0,3,
Aaron Rodgers,QB,@ NE,15.00,23,16,139,2,1,0,4,1,0,0,0,0,0,0,0,0,3,
Davante Adams,WR,@ PHI,14.00,0,0,0,0,0,0,0,0,0,0,3,56,1,0,0,0,3,
Emeka Egbuka,WR,vs NYJ,14.00,0,0,0,0,0,0,0,0,0,0,6,85,0,0,0,0,3,
Jared Goff,QB,@ BAL,14.00,28,20,202,1,0,0,4,6,0,0,0,0,0,0,0,0,3,
Quentin Johnston,WR,vs DEN,14.00,0,0,0,0,0,0,0,0,0,0,6,89,0,0,0,0,3,
Patrick Mahomes,QB,@ NYG,14.00,37,22,224,1,0,0,5,2,0,0,0,0,0,0,0,0,3,
Luke McCaffrey,WR,vs LV,14.00,0,0,0,0,0,0,0,0,0,0,3,56,1,0,0,0,3,
Dak Prescott,QB,@ CHI,14.00,40,31,251,1,2,1,0,0,0,0,0,0,0,0,0,0,3,
Khalil Shakir,WR,vs MIA,14.00,0,0,0,0,0,0,0,0,0,0,4,45,1,0,0,0,3,
Jaylen Waddle,WR,@ BUF,14.00,0,0,0,0,0,0,0,0,0,0,5,39,1,0,0,0,3,
Elic Ayomanor,WR,vs IND,13.00,0,0,0,0,0,0,0,0,0,0,4,38,1,0,0,0,3,
Mike Evans,WR,vs NYJ,13.00,0,0,0,0,0,0,0,0,0,0,4,33,1,0,0,0,3,
Mar'Keise Irving,RB,vs NYJ,13.00,0,0,0,0,0,0,25,66,0,0,4,33,0,0,0,0,3,
Jeremy McNichols,RB,vs LV,13.00,0,0,0,0,0,0,4,78,1,0,0,0,0,0,0,0,3,
Tony Pollard,RB,vs IND,13.00,0,0,0,0,0,0,16,45,1,0,2,14,0,0,0,0,3,
Spencer Rattler,QB,@ SEA,13.00,39,28,218,1,1,0,2,10,0,0,0,0,0,0,0,0,3,
Cameron Ward,QB,vs IND,13.00,38,23,219,1,1,0,3,12,0,0,0,0,0,0,0,0,3,
Calvin Austin,WR,@ NE,12.00,0,0,0,0,0,0,0,0,0,0,3,34,1,0,0,0,3,
Tory Horton,WR,vs NO,12.00,0,0,0,0,0,0,0,0,0,0,3,32,1,0,0,0,3,
Josh Jacobs,RB,@ CLE,12.00,0,0,0,0,0,0,16,30,0,0,5,44,0,0,0,0,3,
Justin Jefferson,WR,vs CIN,12.00,0,0,0,0,0,0,0,0,0,0,5,75,0,0,0,0,3,
Jordan Love,QB,@ CLE,12.00,25,18,183,1,1,0,4,18,0,0,0,0,0,0,0,0,3,
D.K. Metcalf,WR,@ NE,12.00,0,0,0,0,0,0,0,0,0,0,3,32,1,0,0,0,3,
D.J. Moore,WR,vs DAL,12.00,0,0,0,0,0,0,3,7,0,0,4,21,1,0,0,0,3,
